id,vehicle_name,vehicle_type,supplier,supplier_abbr,recipient,recipient_abbr,count,is_delivered,is_soviet,proof,year_first_produced
0,Su-25,Aircraft,NATO,NATO,Ukraine,UA,14,True,False,https://i.postimg.cc/RF9WvybT/547.png,1978.0
1,Su-25,Aircraft,Macedonia,MAC,Ukraine,UA,4,True,False,https://i.postimg.cc/9fFtzknc/47j.png,1978.0
2,MiG-29AS'/UBS',Aircraft,Slovakia,SLVK,Ukraine,UA,10,True,False,https://i.postimg.cc/BbwRwDPK/87500.png,1983.0
3,MiG-29As/UB,Aircraft,Slovakia,SLVK,Ukraine,UA,3,True,False,https://i.postimg.cc/mgrKWmyF/87500.png,1983.0
4,MiG-29,Aircraft,Poland,PL,Ukraine,UA,14,True,False,https://i.postimg.cc/x17pDndW/8740.png,1983.0
5,F-16A/B,Aircraft,Netherlands,NTHL,Ukraine,UA,42,True,False,https://i.postimg.cc/WbLWWzmG/30765,1974.0
6,F-16AM/BM,Aircraft,Denmark,DEN,Ukraine,UA,19,True,False,https://i.postimg.cc/WbLWWzmG/30765,1974.0
7,F-16AM/BM,Aircraft,Norway,NOR,Ukraine,UA,0,True,False,https://i.postimg.cc/nzS84vvB/658,1974.0
8,Mi-17V5,Helicopters,United States,USA,Ukraine,UA,20,True,False,https://i.postimg.cc/RV5jF49Q/image.jpg,1977.0
9,Mi-8MT,Helicopters,United States,USA,Ukraine,UA,1,True,False,https://i.postimg.cc/2S62YqVS/image.jpg,1961.0
10,Mi-24V,Helicopters,Czech Republic,CZ,Ukraine,UA,4,False,False,https://i.postimg.cc/zBtTMPNc/image.jpg,1976.0
11,Mi-2,Helicopters,Slovakia,SLVK,Ukraine,UA,1,True,False,https://i.postimg.cc/L6J37yqF/6689.png,1965.0
12,Mi-17,Helicopters,Slovakia,SLVK,Ukraine,UA,4,True,False,https://i.postimg.cc/SxpDHwwY/886.png,1977.0
13,Mi-2,Helicopters,Latvia,LTV,Ukraine,UA,2,True,False,https://i.postimg.cc/qMqGkSW0/image.jpg,1965.0
14,Mi-17,Helicopters,Latvia,LTV,Ukraine,UA,4,True,False,https://i.postimg.cc/d1YNhVXj/image.jpg,1977.0
15,Westland Sea King,Helicopters,United Kingdom,UK,Ukraine,UA,3,True,False,https://i.postimg.cc/nzVD3QJZ/image.jpg,1969.0
16,Mi-8T,Helicopters,Croatia,CRO,Ukraine,UA,2,True,False,https://i.postimg.cc/mDYGgVpN/873.png,1977.0
17,Mi-8PS,Helicopters,Croatia,CRO,Ukraine,UA,1,True,False,https://i.postimg.cc/1tq3cpCf/487.png,1961.0
18,Mi-8MTV-1,Helicopters,Croatia,CRO,Ukraine,UA,10,True,False,https://i.postimg.cc/bYgGwRtR/38kp.png,1961.0
19,Mi-8MTV-1VA,Helicopters,Croatia,CRO,Ukraine,UA,1,True,False,https://i.postimg.cc/NGJVtWp7/3u7.png,1961.0
20,Mi-24V,Helicopters,Poland,PL,Ukraine,UA,12,True,False,https://i.postimg.cc/kgrpz8QX/image.jpg,1976.0
21,Mi-8,Helicopters,Lithuania,LITH,Ukraine,UA,2,True,False,https://postimg.cc/K1YtCpyR,1961.0
22,Mi-24V,Helicopters,Macedonia,MAC,Ukraine,UA,10,True,False,https://i.postimg.cc/cCxNzw1x/35y.png,1976.0
23,Mi-24K,Helicopters,Macedonia,MAC,Ukraine,UA,2,True,False,https://i.postimg.cc/Wbs3RqYJ/387k.png,1976.0
24,Ka-32A11BC,Helicopters,Portugal,POR,Ukraine,UA,6,True,False,https://i.postimg.cc/xj7bC4RB/468.png,1982.0
25,Bayraktar TB2,Unmanned Combat Aerial Vehicles,Turkey,TRK,Ukraine,UA,35,True,False,https://i.postimg.cc/N0n17mfj/ezgif,2014.0
26,T-72M1,Tanks,Germany,GER,Ukraine,UA,0,True,False,https://i.postimg.cc/W4cTJ6wp/image.jpg,1979.0
27,T-72M1,Tanks,Czech Republic,CZ,Ukraine,UA,50,True,False,https://postimg.cc/Q9qCLVn4,1979.0
28,T-72M(R)s and T-72M1(R),Tanks,Poland,PL,Ukraine,UA,250,True,False,https://i.postimg.cc/N0Bdqc24/image.jpg,1979.0
29,T-72A,Tanks,Macedonia,MAC,Ukraine,UA,31,True,False,https://twitter.com/UAWeapons/status/1552975117336076290,1979.0
30,M-55S',Tanks,Germany,GER,Ukraine,UA,28,True,False,https://i.postimg.cc/HsbNf3PT/luuf95ms2x9a1.jpg,1999.0
31,T-72EA,Tanks,Netherlands,NTHL,Ukraine,UA,45,True,False,https://i.postimg.cc/KjygcsNq/ea,2022.0
32,T-72EA,Tanks,United States,USA,Ukraine,UA,45,True,False,https://i.postimg.cc/KjygcsNq/ea,2022.0
33,Leopard 2A4,Tanks,Poland,PL,Ukraine,UA,14,True,False,https://i.postimg.cc/CMDHQWVS/image.jpg,1985.0
34,Leopard 2A4,Tanks,Canada,CAN,Ukraine,UA,8,True,False,https://i.postimg.cc/m2ynMfLn/image.jpg,1985.0
35,Leopard 2A4,Tanks,Norway,NOR,Ukraine,UA,8,True,False,https://i.postimg.cc/sDKPLNRF/image.jpg,1985.0
36,Leopard 2A6,Tanks,Germany,GER,Ukraine,UA,18,True,False,https://i.postimg.cc/7h8V9r40/23d.png,2007.0
37,Leopard 2A6,Tanks,Portugal,POR,Ukraine,UA,3,True,False,https://i.postimg.cc/KcBQzj7N/28p.png,2007.0
38,Challenger 2,Tanks,United Kingdom,UK,Ukraine,UA,14,True,False,https://i.postimg.cc/vmwZGPGX/Defence,1998.0
39,PT-91,Tanks,Poland,PL,Ukraine,UA,60,True,False,https://i.postimg.cc/xdh81wQM/image.jpg,1990.0
40,Leopard 2A4,Tanks,Spain,SP,Ukraine,UA,10,True,False,https://i.postimg.cc/7LjrnhW6/48jp.png,1985.0
41,Strv 122,Tanks,Sweden,SWE,Ukraine,UA,10,True,False,https://i.postimg.cc/sDv4gfZD/744.png,1997.0
42,Leopard 1A5,Tanks,Netherlands,NTHL,Ukraine,UA,135,True,False,https://i.postimg.cc/yxqb3YxY/image.jpg,1986.0
43,Leopard 1A5BE,Tanks,Netherlands,NTHL,Ukraine,UA,30,True,False,https://i.postimg.cc/K8xnNB03/6717119885,1986.0
44,M1A1 Abrams',Tanks,United States,USA,Ukraine,UA,31,True,False,https://postimg.cc/RN7v8V9x,1985.0
45,Leopard 2A4,Tanks,Netherlands,NTHL,Ukraine,UA,14,True,False,https://i.postimg.cc/X7qZPyz7/52.png,1985.0
46,Leopard 1A5,Tanks,Denmark,DEN,Ukraine,UA,30,True,False,https://postlmg.cc/XG88TW9T,1986.0
47,T-72EA,Tanks,Denmark,DEN,Ukraine,UA,15,True,False,https://i.postimg.cc/KjygcsNq/ea,2022.0
48,Fennek,Tanks,Netherlands,NTHL,Ukraine,UA,0,True,False,https://i.postimg.cc/hGRN1RXB/image.jpg,2001.0
49,AMX-10 RC(R),Tanks,France,FR,Ukraine,UA,40,True,False,https://i.postimg.cc/43ww7Dtw/287.png,1981.0
50,BPzV Svatava,Tanks,Czech Republic,CZ,Ukraine,UA,0,True,False,https://twitter.com/oryxspioenkop/status/1660284095744684033,
51,FV107 Scimitar Mk II,Tanks,United Kingdom,UK,Ukraine,UA,23,True,False,https://i.postimg.cc/s2kMG9mt/251.png,2011.0
52,Combat And Logistics Vehicle,Tanks,United Kingdom,UK,Ukraine,UA,47,True,False,https://i.postimg.cc/hPQfFk76/image.jpg,
53,BVP-1,Infantry Fighting Vehicles,Czech Republic,CZ,Ukraine,UA,50,True,False,https://i.postimg.cc/hGNxmY3z/image.jpg,1966.0
54,Pbv 501A,Infantry Fighting Vehicles,Czech Republic,CZ,Ukraine,UA,56,True,False,https://postlmg.cc/Js708DVC,1966.0
55,BWP-1,Infantry Fighting Vehicles,Poland,PL,Ukraine,UA,142,True,False,https://twitter.com/UAWeapons/status/1549451122804391938,1966.0
56,BVP M-80A,Infantry Fighting Vehicles,Slovenia,SLVN,Ukraine,UA,35,True,False,https://i.postimg.cc/qBKbQ5dB/image.jpg,1970.0
57,BMP-1A1,Infantry Fighting Vehicles,Germany,GER,Ukraine,UA,40,True,False,https://twitter.com/BuschModelar/status/1650887278728806400,1966.0
58,BVP-1,Infantry Fighting Vehicles,Germany,GER,Ukraine,UA,30,True,False,https://i.postimg.cc/CMWqBn6p/336.png,1966.0
59,Marder 1A3,Infantry Fighting Vehicles,Germany,GER,Ukraine,UA,100,False,False,https://i.postimg.cc/t4sVt8L2/4h8.png,1988.0
60,M2A2 ODS Bradley,Infantry Fighting Vehicles,United States,USA,Ukraine,UA,186,True,False,https://i.postimg.cc/T12KysVj/image.jpg,1991.0
61,M7 BFIST,Infantry Fighting Vehicles,United States,USA,Ukraine,UA,4,True,False,https://i.postimg.cc/KvdwmWmy/image.jpg,
62,CV9040C,Infantry Fighting Vehicles,Sweden,SWE,Ukraine,UA,50,True,False,https://i.postimg.cc/rskRznhC/image.jpg,1993.0
63,KTO Rosomaks**,Infantry Fighting Vehicles,Poland,PL,Ukraine,UA,200,True,False,https://i.postimg.cc/3Rwm5YDB/kto,2001.0
64,AIFV-B-C25,Infantry Fighting Vehicles,NONE,NONE,Ukraine,UA,0,True,False,https://i.postimg.cc/vB1Sbrv6/24k.png,1970.0
65,BMP-1A1,Infantry Fighting Vehicles,Greece,GRE,Ukraine,UA,0,True,False,https://twitter.com/BuschModelar/status/1650887278728806400,1966.0
66,YPR-765,Armored Personnel Carriers,Netherlands,NTHL,Ukraine,UA,196,True,False,https://i.postimg.cc/MZBfxcCd/54g.png,1970.0
67,M113,Armored Personnel Carriers,Lithuania,LITH,Ukraine,UA,72,True,False,https://postlmg.cc/DSdGnJ98,1960.0
68,M577,Armored Personnel Carriers,Lithuania,LITH,Ukraine,UA,0,True,False,https://i.postimg.cc/c4w5X5wM/428.png,1963.0
69,FV103 Spartan,Armored Personnel Carriers,United Kingdom,UK,Ukraine,UA,35,True,False,https://i.postimg.cc/1XZYQGZN/image.jpg,1978.0
70,M113AS4,Armored Personnel Carriers,Australia,AUS,Ukraine,UA,56,True,False,https://i.postimg.cc/m2B6pywv/image.jpg,1960.0
71,M113G3DK/G4DK,Armored Personnel Carriers,Denmark,DEN,Ukraine,UA,54,True,False,https://i.postimg.cc/TP1ppf6s/26.png,1960.0
72,M113,Armored Personnel Carriers,United States,USA,Ukraine,UA,300,True,False,https://twitter.com/UAWeapons/status/1547293090565816320,1960.0
73,M113 Armoured Medical Treatment Vehicle,Armored Personnel Carriers,United States,USA,Ukraine,UA,300,True,False,https://twitter.com/JackDetsch/status/1556686677464293382,1960.0
74,M113,Armored Personnel Carriers,Portugal,POR,Ukraine,UA,42,True,False,https://i.postimg.cc/cCjHmbwF/image.jpg,1960.0
75,M577,Armored Personnel Carriers,Portugal,POR,Ukraine,UA,2,True,False,https://i.postimg.cc/T1phTDqf/2gp.png,1963.0
76,VAB,Armored Personnel Carriers,France,FR,Ukraine,UA,60,True,False,https://twitter.com/UAWeapons/status/1552795141215248384,
77,Sisu XA-185,Armored Personnel Carriers,Finland,FIN,Ukraine,UA,20,True,False,https://i.postimg.cc/cLb6MZBw/image.jpg,1984.0
78,FV104 Samaritan,Armored Personnel Carriers,United Kingdom,UK,Ukraine,UA,40,True,False,https://i.postimg.cc/hv68DVsB/mfikyhlwz,
79,TAB-71M,Armored Personnel Carriers,Romania,ROM,Ukraine,UA,0,True,False,https://i.postimg.cc/8P21Fmrv/29425632.jpg,1970.0
80,Armoured Combat Support Vehicles (ACSVs),Armored Personnel Carriers,Canada,CAN,Ukraine,UA,39,True,False,https://i.postimg.cc/k5G7ZgKL/468.png,
81,M113,Armored Personnel Carriers,Spain,SP,Ukraine,UA,60,True,False,https://i.postimg.cc/NFPR3yP2/1657640830.jpg,1960.0
82,M113,Armored Personnel Carriers,United Kingdom,UK,Ukraine,UA,46,True,False,https://twitter.com/DefenceHQ/status/1612457937074622464,1960.0
83,Bandvagn BvS 10,Armored Personnel Carriers,Netherlands,NTHL,Ukraine,UA,28,True,False,https://i.postimg.cc/j5kM6BK8/6h6.jpg,2014.0
84,Bandvagn BV 206S',Armored Personnel Carriers,Italy,ITA,Ukraine,UA,0,True,False,https://i.postimg.cc/cHghXrrY/image.jpg,1980.0
85,Stryker,Armored Personnel Carriers,United States,USA,Ukraine,UA,189,True,False,https://i.postimg.cc/Bv41HpwP/a1.png,2002.0
86,Valuk,Armored Personnel Carriers,Slovenia,SLVN,Ukraine,UA,20,True,False,https://i.postimg.cc/0Q356P1w/1302.jpg,1996.0
87,Bandvagn BV 206S',Armored Personnel Carriers,Germany,GER,Ukraine,UA,64,True,False,https://i.postimg.cc/NM88mhmJ/maschinengewehr,1980.0
88,M113,Armored Personnel Carriers,Belgium,BLG,Ukraine,UA,40,True,False,https://i.postimg.cc/rFLQ2sXB/13.webp,1960.0
89,M1117 ASV,Armored Personnel Carriers,United States,USA,Ukraine,UA,250,True,False,https://i.postimg.cc/qRdDXhYv/46.png,1999.0
90,Armoured Personnel Carriers (Including FV430 Bulldogs),Armored Personnel Carriers,United Kingdom,UK,Ukraine,UA,100,True,False,https://i.postimg.cc/yxMpNDXw/321.png,2006.0
91,BTR-60PB,Armored Personnel Carriers,Bulgaria,BUL,Ukraine,UA,100,True,False,https://i.postimg.cc/2SGFGJH1/image.jpg,1966.0
92,MT-LB,Armored Personnel Carriers,Poland,PL,Ukraine,UA,60,True,False,https://i.postimg.cc/pTCrD8HJ/3200.jpg,1970.0
93,RG-31 Nyala Ambulance,MRAP Vehicles,Spain,SP,Ukraine,UA,1,True,False,https://i.postimg.cc/3W5cqcXS/2f0.png,
94,Bushmaster Protected Mobility Vehicle,MRAP Vehicles,Australia,AUS,Ukraine,UA,120,True,False,https://i.postimg.cc/mr2pnvmc/image.jpg,1997.0
95,Alvis 4s ''Mamba'',MRAP Vehicles,Estonia,EST,Ukraine,UA,7,True,False,https://i.postimg.cc/SNZj5ph0/image.jpg,
96,Wolfhound Heavy Tactical Support Vehicle,MRAP Vehicles,United Kingdom,UK,Ukraine,UA,0,True,False,https://i.postimg.cc/tTS2HNbD/98e6297850dd76d6.jpg,2002.0
97,Mastiff Protected Patrol Vehicle,MRAP Vehicles,United Kingdom,UK,Ukraine,UA,0,True,False,https://i.postimg.cc/NGdWgRD3/288680229,2002.0
98,International M1224 MaxxPro,MRAP Vehicles,United States,USA,Ukraine,UA,440,True,False,https://i.postimg.cc/90DZ0QBK/image.jpg,2007.0
99,BMC Kirpi**,MRAP Vehicles,Turkey,TRK,Ukraine,UA,200,True,False,https://twitter.com/UAWeapons/status/1556763621002297345,2009.0
100,Dingo,MRAP Vehicles,Germany,GER,Ukraine,UA,50,True,False,https://i.postimg.cc/HnQ68p50/4484.png,2000.0
101,Cougar 4x4,MRAP Vehicles,United States,USA,Ukraine,UA,37,True,False,https://i.postimg.cc/g0sLDhfS/a2.png,2002.0
102,Cougar 6x6,MRAP Vehicles,United States,USA,Ukraine,UA,0,True,False,https://i.postimg.cc/T2rKMFWN/image.jpg,2002.0
103,Oshkosh M-ATV,MRAP Vehicles,United States,USA,Ukraine,UA,0,True,False,https://twitter.com/Tendar/status/1637003471764299776,2009.0
104,International M1224 MaxxPro,MRAP Vehicles,Albania,ALB,Ukraine,UA,22,True,False,https://i.postimg.cc/0Q2yMCB0/3288.png,2007.0
105,Unknown MRAP,MRAP Vehicles,United States,USA,Ukraine,UA,289,False,False,https://www.defense.gov/News/Releases/Release/Article/3261263/more,
